uri,track_name,artist_name,lyrics
spotify:track:6MGAwFCwOtlnwAe6gkWY59,In My Father's House,Elvis Presley,"In my father's house are many mansions
If it were not true he would have told me so
He has gone away to live in that bright city
He's preparing me a mansion there I know

Jesus died upon the cross to bear my sorrow
Freely died that souls like you might have new life
But I know that soon there'll come a bright tomorrow
When the world will all be free from sin and strife
(Do not shun the savior's love, from up in glory)
(Or you won't be there to sing the gospel story)
In my father's house are many mansions
If you're true then to this land you'll surely goYou might also likeEmbed"
spotify:track:00ewK9Kpoi6c22txK9Zg3L,It's Only A Paper Moon,Dion & The Belmonts,"ay it's only a paper moon
Sailing over a cardboard sea
But it wouldn't be make-believe
If you believed in me
Yes it's only a canvas sky
Hanging over a muslim tree
But it wouldn't be make-believe
If you believed in me
Without your love
It's a honky tonk parade
Without your love
It's a melody played in a penny arcade
It's a Barnum and Bailey world
Just as phony as it can be
But it wouldn't be make-believe
If you believed in me
Without your love
It's a honky tonk parade
Without your love
It's a melody played in a penny arcade
It's a Barnum and Bailey world
I said it's as phony as it can be
But it wouldn't be make-believe
If you believed in meYou might also likeEmbed"
spotify:track:61WBHhLmY5OO1rkTaAtkG1,Come Prima,Los Cinco Latinos,"a treizième revient...c’est encor la première;
et c’est toujours la seule-ou c’est le seul moment;
car es-tu reine, ô toi, la première ou dernière?
es-tu roi, toi le seul ou le dernier amant?
Gérard de Nerval, Arthèmis
Un sauce de cristal, un chopo de agua,
un alto surtidor que el viento arquea,
un árbol bien plantado mas danzante,
un caminar de río que se curva,
avanza, retrocede, da un rodeo
y llega siempre:
un caminar tranquilo
de estrella o primavera sin premura,
agua que con los párpados cerrados
mana toda la noche profecías,
unánime presencia en oleaje,
ola tras ola hasta cubrirlo todo,
verde soberanía sin ocaso
como el deslumbramiento de las alas
cuando se abren en mitad del cielo,
un caminar entre las espesuras
de los días futuros y el aciago
fulgor de la desdicha como un ave
petrificando el bosque con su canto
y las felicidades inminentes
entre las ramas que se desvanecen,
horas de luz que pican ya los pájaros,
presagios que se escapan de la mano,
una presencia como un canto súbito,
como el viento cantando en el incendio,
una mirada que sostiene en vilo
al mundo con sus mares y sus montes,
cuerpo de luz filtrado por un ágata,
piernas de luz, vientre de luz, bahías,
roca solar, cuerpo color de nube,
color de día rápido que salta,
la hora centellea y tiene cuerpo,
el mundo ya es visible por tu cuerpo,
es transparente por tu transparencia,
voy entre galerías de sonidos,
fluyo entre las presencias resonantes,
voy por las transparencias como un ciego,
un reflejo me borra, nazco en otro,
oh bosque de pilares encantados,
bajo los arcos de la luz penetro
los corredores de un otoño diáfano,
voy por tu cuerpo como por el mundo,
tu vientre es una plaza soleada,
tus pechos dos iglesias donde oficia
la sangre sus misterios paralelos,
mis miradas te cubren como yedra,
eres una ciudad que el mar asedia,
una muralla que la luz divide
en dos mitades de color durazno,
un paraje de sal, rocas y pájaros
bajo la ley del mediodía absorto,
vestida del color de mis deseos
como mi pensamiento vas desnuda,
voy por tus ojos como por el agua,
los tigres beben sueño de esos ojos,
el colibrí se quema en esas llamas,
voy por tu frente como por la luna,
como la nube por tu pensamiento,
voy por tu vientre como por tus sueños,
tu falda de maíz ondula y canta,
tu falda de cristal, tu falda de agua,
tus labios, tus cabellos, tus miradas,
toda la noche llueves, todo el día
abres mi pecho con tus dedos de agua,
cierras mis ojos con tu boca de agua,
sobre mis huesos llueves, en mi pecho
hunde raíces de agua un árbol líquido,
voy por tu talle como por un río,
voy por tu cuerpo como por un bosque,
como por un sendero en la montaña
que en un abismo brusco se termina
voy por tus pensamientos afilados
y a la salida de tu blanca frente
mi sombra despeñada se destroza,
recojo mis fragmentos uno a uno
y prosigo sin cuerpo, busco a tientas,
corredores sin fin de la memoria,
puertas abiertas a un salón vacío
donde se pudren todos lo veranos,
las joyas de la sed arden al fondo,
rostro desvanecido al recordarlo,
mano que se deshace si la toco,
cabelleras de arañas en tumulto
sobre sonrisas de hace muchos años,
a la salida de mi frente busco,
busco sin encontrar, busco un instante,
un rostro de relámpago y tormenta
corriendo entre los árboles nocturnos,
rostro de lluvia en un jardín a obscuras,
agua tenaz que fluye a mi costado,
busco sin encontrar, escribo a solas,
no hay nadie, cae el día, cae el año,
caigo en el instante, caigo al fondo,
invisible camino sobre espejos
que repiten mi imagen destrozada,
piso días, instantes caminados,
piso los pensamientos de mi sombra,
piso mi sombra en busca de un instante,
busco una fecha viva como un pájaro,
busco el sol de las cinco de la tarde
templado por los muros de tezontle:
la hora maduraba sus racimos
y al abrirse salían las muchachas
de su entraña rosada y se esparcían
por los patios de piedra del colegio,
alta como el otoño caminaba
envuelta por la luz bajo la arcada
y el espacio al ceñirla la vestía
de un piel más dorada y transparente,
tigre color de luz, pardo venado
por los alrededores de la noche,
entrevista muchacha reclinada
en los balcones verdes de la lluvia,
adolescente rostro innumerable,
he olvidado tu nombre, Melusina,
Laura, Isabel, Perséfona, María,
tienes todos los rostros y ninguno,
eres todas las horas y ninguna,
te pareces al árbol y a la nube,
eres todos los pájaros y un astro,
te pareces al filo de la espada
y a la copa de sangre del verdugo,
yedra ue avanza, envuelve y desarraiga
al alma y la divide de sí misma,
escritura de fuego sobre el jade,
grieta en la roca, reina de serpientes,
columna de vapor, fuente en la peña,
circo lunar, peñasco de las águilas,
grano de anís, espina diminuta
y mortal que da penas inmortales,
pastora de los valles submarinos
y guardiana del valle de los muertos,
liana que cuelga del cantil del vértigo,
enredadera, planta venenosa,
flor de resurrección, uva de vida,
señora de la flauta y del relámpago,
terraza del jazmín, sal en la herida,
ramo de rosas para el fusilado,
nieve en agosto, luna del patíbulo,
escritura del mar sobre el basalto,
escritura del viento en el desierto,
testamento del sol, granada, espiga,
rostro de llamas, rostro devorado,
adolescente rostro perseguido
años fantasmas, días circulares
que dan al mismo patio, al mismo muro,
arde el instante y son un solo rostro
los sucesivos rostros de la llama,
todos los nombres son un solo nombre
todos los rostros son un solo rostro,
todos los siglos son un solo instante
y por todos los siglos de los siglos
cierra el paso al futuro un par de ojos,
no hay nada frente a mí, sólo un instante
rescatado esta noche, contra un sueño
de ayuntadas imágenes soñado,
duramente esculpido contra el sueño,
arrancado a la nada de esta noche,
a pulso levantado letra a letra,
mientras afuera el tiempo se desboca
y golpea las puertas de mi alma
el mundo con su horario carnicero,
sólo un instante mientras las ciudades,
los nombres, lo sabores, lo vivido,
se desmoronan en mi frente ciega,
mientras la pesadumbre de la noche
mi pensamiento humilla y mi esqueleto,
y mi sangre camina más despacio
y mis dientes se aflojan y mis ojos
se nublan y los días y los años
sus horrores vacíos acumulan,
mientras el tiempo cierra su abanico
y no hay nada detrás de sus imágenes
el instante se abisma y sobrenada
rodeado de muerte, amenazado
por la noche y su lúgubre bostezo,
amenazado por la algarabía
de la muerte vivaz y enmascarada
el instante se abisma y se penetra,
como un puño se cierra, como un fruto
que madura hacia dentro de sí mismo
y a sí mismo se bebe y se derrama
el instante translúcido se cierra
y madura hacia dentro, echa raíces,
crece dentro de mí, me ocupa todo,
me expulsa su follaje delirante,
mis pensamientos sólo son su pájaros,
su mercurio circula por mis venas,
árbol mental, frutos sabor de tiempo,
oh vida por vivir y ya vivida,
tiempo que vuelve en una marejada
y se retira sin volver el rostro,
lo que pasó no fue pero está siendo
y silenciosamente desemboca
en otro instante que se desvanece:
frente a la tarde de salitre y piedra
armada de navajas invisibles
una roja escritura indescifrable
escribes en mi piel y esas heridas
como un traje de llamas me recubren,
ardo sin consumirme, busco el agua
y en tus ojos no hay agua, son de piedra,
y tus pechos, tu vientre, tus caderas
son de piedra, tu boca sabe a polvo,
tu boca sabe a tiempo emponzoñado,
tu cuerpo sabe a pozo sin salida,
pasadizo de espejos que repiten
los ojos del sediento, pasadizo
que vuelve siempre al punto de partida,
y tú me llevas ciego de la mano
por esas galerías obstinadas
hacia el centro del círculo y te yergues
como un fulgor que se congela en hacha,
como luz que desuella, fascinante
como el cadalso para el condenado,
flexible como el látigo y esbelta
como un arma gemela de la luna,
y tus palabras afiladas cavan
mi pecho y me despueblan y vacían,
uno a uno me arrancas los recuerdos,
he olvidado mi nombre, mis amigos
gruñen entre los cerdos o se pudren
comidos por el sol en un barranco,
no hay nada en mí sino una larga herida,
una oquedad que ya nadie recorre,
presente sin ventanas, pensamiento
que vuelve, se repite, se refleja
y se pierde en su misma transparencia,
conciencia traspasada por un ojo
que se mira mirarse hasta anegarse
de claridad:
yo vi tu atroz escama,
Melusina, brillar verdosa al alba,
dormías enroscada entre las sábanas
y al despertar gritaste como un pájaro
y caíste sin fin, quebrada y blanca,
nada quedó de ti sino tu grito,
y al cabo de los siglos me descubro
con tos y mala vista, barajando
viejas fotos:
no hay nadie, no eres nadie,
un montón de ceniza y una escoba,
un cuchillo mellado y un plumero,
un pellejo colgado de unos huesos,
un racimo ya seco, un hoyo negro
y en el fondo del hoyo los dos ojos
de una niña ahogada hace mil años,
miradas enterradas en un pozo,
miradas que nos ven desde el principio,
mirada niña de la madre vieja
que ve en el hijo grande un padre joven,
mirada madre de la niña sola
que ve en el padre grande un hijo niño,
miradas que nos miran desde el fondo
de la vida y son trampas de la muerte
—¿o es al revés: caer en esos ojos
es volver a la vida verdadera?,
¡caer, volver, soñarme y que me sueñen
otros ojos futuros, otra vida,
otras nubes, morirme de otra muerte!
—esta noche me basta, y este instante
que no acaba de abrirse y revelarme
dónde estuve, quién fui, cómo te llamas,
cómo me llamo yo:
¿hacía planes
para el verano —y todos los veranos—
en Christopher Street, hace diez años,
con Filis que tenía dos hoyuelos
donde bebían luz los gorriones?,
¿por la Reforma Carmen me decía
'no pesa el aire, aquí siempre es octubre',
o se lo dijo a otro que he perdido
o yo lo invento y nadie me lo ha dicho?,
¿caminé por la noche de Oaxaca,
inmensa y verdinegra como un árbol,
hablando solo como el viento loco
y al llegar a mi cuarto —siempre un cuarto—
no me reconocieron los espejos?,
¿desde el hotel Vernet vimos al alba
bailar con los castaños — 'ya es muy tarde'
decías al peinarte y yo veía
manchas en la pared, sin decir nada?,
¿subimos juntos a la torre, vimos
caer la tarde desde el arrecife?
¿comimos uvas en Bidart?, ¿compramos
gardenias en Perote?,
nombres, sitios,
calles y calles, rostros, plazas, calles,
estaciones, un parque, cuartos solos,
manchas en la pared, alguien se peina,
alguien canta a mi lado, alguien se viste,
cuartos, lugares, calles, nombres, cuartos,
Madrid, 1937,
en la Plaza del Ángel las mujeres
cosían y cantaban con sus hijos,
después sonó la alarma y hubo gritos,
casas arrodilladas en el polvo,
torres hendidas, frentes esculpidas
y el huracán de los motores, fijo:
los dos se desnudaron y se amaron
por defender nuestra porción eterna,
nuestra ración de tiempo y paraíso,
tocar nuestra raíz y recobrarnos,
recobrar nuestra herencia arrebatada
por ladrones de vida hace mil siglos,
los dos se desnudaron y besaron
porque las desnudeces enlazadas
saltan el tiempo y son invulnerables,
nada las toca, vuelven al principio,
no hay tú ni yo, mañana, ayer ni nombres,
verdad de dos en sólo un cuerpo y alma,
oh ser total...
cuartos a la deriva
entre ciudades que se van a pique,
cuartos y calles, nombres como heridas,
el cuarto con ventanas a otros cuartos
con el mismo papel descolorido
donde un hombre en camisa lee el periódico
o plancha una mujer; el cuarto claro
que visitan las ramas de un durazno;
el otro cuarto: afuera siempre llueve
y hay un patio y tres niños oxidados;
cuartos que son navíos que se mecen
en un golfo de luz; o submarinos:
el silencio se esparce en olas verdes,
todo lo que tocamos fosforece;
mausoleos de lujo, ya roídos
los retratos, raídos los tapetes;
trampas, celdas, cavernas encantadas,
pajareras y cuartos numerados,
todos se transfiguran, todos vuelan,
cada moldura es nube, cada puerta
da al mar, al campo, al aire, cada mesa
es un festín; cerrados como conchas
el tiempo inútilmente los asedia,
no hay tiempo ya, ni muro: ¡espacio, espacio,
abre la mano, coge esta riqueza,
corta los frutos, come de la vida,
tiéndete al pie del árbol, bebe el agua!,
todo se transfigura y es sagrado,
es el centro del mundo cada cuarto,
es la primera noche, el primer día,
el mundo nace cuando dos se besan,
gota de luz de entrañas transparentes
el cuarto como un fruto se entreabre
o estalla como un astro taciturno
y las leyes comidas de ratones,
las rejas de los bancos y las cárceles,
las rejas de papel, las alambradas,
los timbres y las púas y los pinchos,
el sermón monocorde ede las armas,
el escorpión meloso y con bonete,
el tigre con chistera, presidente
del Club Vegetariano y la Cruz Roja,
el burro pedagogo, el cocodrilo
metido a redentor, padre de pueblos,
el Jefe, el tiburón, el arquitecto
del porvenir, el cerdo uniformado,
el hijo pedilecto de la Iglesia
que se lava la negra dentadura
con el agua bendita y toma clases
de inglés y democracia, las paredes
invisibles, las máscaras podridas
que dividen al hombe de los hombres,
al hombre de sí mismo,
se derrumban
por un instante inmenso y vislumbramos
nuestra unidad perdida, el desamparo
que es ser hombres, la gloria que es ser hombres
y compartir el pan, el sol, la muerte,
el olvidado asombro de estar vivos;
amar es combatir, si dos se besan
el mundo cambia, encarnan los deseos,
el pensamiento encarna, brotan las alas
en las espaldas del esclavo, el mundo
es real y tangible, el vino es vino,
el pan vuelve a saber, el agua es agua,
amar es combatir, es abrir puertas,
dejar de ser fantasma con un número
a perpetua cadena condenado
por un amo sin rostro;
el mundo cambia
si dos se miran y se reconocen,
amar es desnudarse de los nombres:
'déjame ser tu puta', son palabras
de Eloísa, mas él cedió a las leyes,
la tomó por esposa y como premio
lo castraron después;
mejor el crimen,
los amantes suicidas, el incesto
de los hermanos como dos espejos
enamorados de su semejanza,
mejor comer el pan envenenado,
el adulterio en lechos de ceniza,
los amores feroces, el delirio,
su yedra ponzoñosa, el sodomita
que lleva por clavel en la solapa
un gargajo, mejor ser lapidado
en las plazas que dar vuelta a la noria
que exprime la substancia de la vida,
cambia la eternidad en horas huecas,
los minutos en cárceles, el tiempo
en monedas de cobre y mierda abstracta;
mejor la castidad, flor invisible
que se mece en los tallos del silencio,
el difícil diamante de los santos
que filtra los deseos, sacia al tiempo,
nupcias de la quietud y el movimiento,
canta la soledad en su corola,
pétalo de cristal en cada hora,
el mundo se despoja de sus máscaras
y en su centro, vibrante transparencia,
lo que llamamos Dios, el ser sin nombre,
se contempla en la nada, el ser sin rostro
emerge de sí mismo, sol de soles,
plenitud de presencias y de nombres;
sigo mi desvarío, cuartos, calles,
camino a tientas por los corredores
del tiempo y subo y bajo sus peldaños
y sus paredes palpo y no me muevo,
vuelvo donde empecé, busco tu rostro,
camino por las calles de mí mismo
bajo un sol sin edad, y tú a mi lado
caminas como un árbol, como un río
caminas y me hablas como un río,
creces como una espiga entre mis manos,
lates como una ardilla entre mis manos,
vuelas como mil pájaros, tu risa
me ha cubierto de espumas, tu cabeza
es un astro pequeño entre mis manos,
el mundo reverdece si sonríes
comiendo una naranja,
el mundo cambia
si dos, vertiginosos y enlazados,
caen sobre las yerba: el cielo baja,
los árboles ascienden, el espacio
sólo es luz y silencio, sólo espacio
abierto para el águila del ojo,
pasa la blanca tribu de las nubes,
rompe amarras el cuerpo, zarpa el alma,
perdemos nuestros nombres y flotamos
a la deriva entre el azul y el verde,
tiempo total donde no pasa nada
sino su propio transcurrir dichoso,
no pasa nada, callas, parpadeas
(silencio: cruzó un ángel este instante
grande como la vida de cien soles),
¿no pasa nada, sólo un parpadeo?
—y el festín, el destierro, el primer crimen,
la quijada del asno, el ruido opaco
y la mirada incrédula del muerto
al caer en el llano ceniciento,
Agamenón y su mugido inmenso
y el repetido grito de Casandra
más fuerte que los gritos de las olas,
Sócrates en cadenas' (el sol nace,
morir es despertar: 'Critón, un gallo
a Esculapio, ya sano de la vida'),
el chacal que diserta entre las ruinas
de Nínive, la sombra que vio Bruto
antes de la batalla, Moctezuma
en el lecho de espinas de su insomnio,
el viaje en la carretera hacia la muerte
—el viaje interminable mas contado
por Robespierre minuto tras minuto,
la mandíbula rota entre las manos—,
Churruca en su barrica como un trono
escarlata, los pasos ya contados
de Lincoln al salir hacia el teatro,
el estertor de Trotsky y sus quejidos
de jabalí, Madero y su mirada
que nadie contestó: ¿por qué me matan?,
los carajos, los ayes, los silencios
del criminal, el santo, el pobre diablo,
cementerio de frases y de anécdotas
que los perros retóricos escarban,
el delirio, el relincho, el ruido obscuro
que hacemos al morir y ese jadeo
que la vida que nace y el sonido
de huesos machacadosen la riña
y la boca de espuma del profeta
y su grito y el grito del verdugo
y el grito de la víctima...
son llamas
los ojos y son llamas lo que miran,
llama la oreja y el sonido llama,
brasa los labios y tizón la lengua,
el tacto y lo que toca, el pensamiento
y lo pensado, llama el que lo piensa,
todo se quema, el universo es llama,
arde la misma nada que no es nada
sino un pensar en llamas, al fin humo:
no hay verdugo ni víctima...
¿y el grito
en la tarde del viernes?, y el silencio
que se cubre de signos, el silencio
que dice sin decir, ¿no dice nada?,
¿no son nada los gritos de los hombres?,
¿no pasa nada cuando pasa el tiempo?
—no pasa nada, sólo un parpadeo
del sol, un movimiento apenas, nada,
no hay redención, no vuelve atrás el tiempo,
los muerto están fijos en su muerte
y no pueden morirse de otra muerte,
intocables, clavados en su gesto,
desde su soledad, desde su muerte
sin remedio nos miran sin mirarnos,
su muerte ya es la estatua de su vida,
un siempre estar ya nada para siempre,
cada minuto es nada para simepre,
un rey fantasma rige sus latidos
y tu gesto final, tu dura máscara
labra sobre tu rostro cambiante:
el monumento somos de una vida
ajena y no vivida, apenas nuestra,
—¿la vida, cuándo fue de veras nuestra?,
¿cuando somos de veras lo que somos?,
bien mirado no somos, nunca somos
a solas sino vértigo y vacío,
muecas en el espejo, horror y vómito,
nunca la vida es nuestra, es de los otros,
la vida no es de nadie, todos somos
la vida —pan de sol para los otros,
los otros todos que nosotros somos—,
soy otro cuando soy, los actos míos
son más míos si son también de todos,
para que pueda ser he de ser otro,
salir de mí, buscarme entre los otros,
los otros que no son si yo no existo,
los otros que me dan plena existencia,
no soy, no hay yo, siempre somos nosotros,
la vida es otra, siempre allá, más lejos,
fuera de ti, de mí, siempre horizonte,
vida que nos desvive y enajena,
que nos inventa un rostro y lo desgasta,
hambre de ser, oh muerte, pan de todos,
Eloísa, Perséfona, María,
muestra tu rostro al fin para que vea
mi cara verdadera, la del otro,
mi cara de nosotros siempre todos,
cara de árbol y de panadero,
de chófer y de nube y de marino,
cara de sol y arroyo y Pedro y Pablo,
cara de solitario colectivo,
despiértame, ya nazco:
vida y muerte
pactan en ti, señora de la noche,
torre de claridad, reina del alba,
virgen lunar, madre del agua madre,
cuerpo del mundo, casa de la muerte,
caigo sin fin desde mi nacimiento,
caigo en mí mismo sin tocar mi fondo,
recógeme en tus ojos, junta el polvo
disperso y reconcilia mis cenizas,
ata mis huesos divididos, sopla
sobre mi ser, entiérrame en tu tierra,
tu silencio dé paz al pensamiento
contra sí mismo airado;
abre la mano,
señora de semillas que son días,
el día es inmortal, asciende, crece,
acaba de nacer y nunca acaba,
cada día es nacer, un nacimiento
es cada amanecer y yo amanezco,
amanecemos todos, amanece
el sol cara de sol, Juan amanece
con su cara de Juan cara de todos,
puerta del ser, despiértame, amanece,
déjame ver el rostro de este día,
déjame ver el rostro de esta noche,
todo se comunica y transfigura,
arco de sangre, puente de latidos,
llévame al otro lado de esta noche,
adonde yo soy tú somos nosotros,
al reino de pronombres enlazados,
puerta del ser: abre tu ser, despierta,
aprende a ser también, labra tu cara,
trabaja tus facciones, ten un rostro
para mirar mi rostro y que te mire,
para mirar la vida hasta la muerte,
rostro de mar, de pan, de roca y fuente,
manantial que disuelve nuestros rostros
en el rostro sin nombre, el ser sin rostro,
indecible presencia de presencias...
quiero seguir, ir más allá, y no puedo:
se despeñó el instante en otro y otro,
dormí sueños de piedra que no sueña
y al cabo de los años como piedras
oí cantar mi sangre encarcelada,
con un rumor de luz el mar cantaba,
una a una cedían las murallas,
todas las puertas se desmoronaban
y el sol entraba a saco por mi frente,
despegaba mis párpados cerrados,
desprendía mi ser de su envoltura,
me arrancaba de mí, me separaba
de mi bruto dormir siglos de piedra
y su magia de espejos revivía
un sauce de cristal, un chopo de agua,
un alto surtidor que el viento arquea,
un árbol bien plantado mas danzante,
un caminar de río que se curva,
avanza, retrocede, da un rodeo
y llega siempre:Embed"
spotify:track:3CADzRN1OykvppXzYJRRHq,Soldier Boy,Elvis Presley,"Soldier boy, why feel blue?
Don't you believe that she will be true?

It's written in the blue
That she was meant for only you

Soldier boy, tell me, why do you cry?
When you return, she'll rush to your side
It's written in the blue
That she was meant for only you

So prove your love is true
She'll be there to say ""I do""
And if you go sea or land
She'll make you understand

Oh, while you're gone, oh, try to believe
Her love for you is really for real

It's written in the blue
That she was meant for only you

So prove your love is true
She'll be there to say ""I do""
And if you go sea or land
She'll make you understand

Oh, while you're gone, oh, try to believe
Her love for you is really for real
You might also like
It's written in the blue
That she was meant for only you

Soldier Boy3Embed"
spotify:track:34K50Idx5EKBEVWkmHZ2IZ,Reconsider Baby,Elvis Presley,"Well, so long
Oh, how I hate to see you go
Yes, so long
Oh, how I hate to see you go
Well the way that I will miss you
I guess you'll never know

We've been together so long
To have to separate this way
We've been together so long
To have to separate this way
Well, I'm gonna let you go ahead on, baby
But let you come back home someday
Play the blues boys, play the blues
One more time

You said you once had loved me
But now I guess you've changed your mind
You said you once had loved me
But now I guess you've changed your mind
Why don't you reconsider baby
Give yourself just a little more timeYou might also likeEmbed"
spotify:track:5Jp13U279AtQKuTWKm1RWH,Raunchy,Bill Justis,"Oh whoa
Oh whoa
Oh whoa

Hey! Justin! It's great to see you again, man!
What's up, how are you?
So, today...uh... We're going to talk about love
Is that cool to you?
I mean, I'm not -I'm not a expert about love or anything
I'm still learning, I'm still... trying to get the process
Well... When was the first time that you fell in love?
It was at, like, church
You fell in love with Jesus?
Uhh, no
Basically, this girl, who was dating this guy
But broke up with her so and she... I want to make her
'Cause she was lonely, ""one less lonely girl"", and da-da-da
And... yeah. Or in a car
Now see, I'm talking about love and you're talking about something carnal and raunchy
Uhm...
I mean, what is love to you? Why do you think that love is so special?
I think it feels good
You are so young...
Although I will say that I'm like...
Impressed and I don't really get how you find a time with your career
Um, what do you mean, like, when do I do it and when do I find time?
Like, I just do whenever I fit in space, but, like...
Oh, you're a quickies man
Yeah
Alright, back to the car story
This just feels so weird, we're in the back of a car, uhm....
So, so... At that point...
You're in control, but...
You have to make her feel like you're uncomfortable, because...
That's your image
I'm a beast. Sweat machine
And that's when you take your shirt off
This one in, I just want in's!
You just need practice
I mean, I'll go out with anyone I really fall in love with, I guess
You're... A bit of a tramp
Yes, you're gonna write single and write it mingle. Down there
I think you're going to be alright man
Yeah, I'm just looking forward to, uh, just...
Being successful in whatever I do
This... Is for those among us who got enough play
For twelve grades to carry on a upside down teaspoon
For every kid who could've counted their highschool
Hook ups on two hands tied behind their back
For every wall flower ""say on's"" master
With both palms on a crystal ball chanelling
The collective romantic prouds of Steve Urkel, Al Gore, Richard Simmons, Bill Gates and Screech
From ""Saved by The Bell"", this...
This is the anthem for those among us
Who got none in our formative years and this poem
Is for every high school virgin who wouldn't have had it any. Other. Way!You might also likeEmbed"
spotify:track:7x16uxTtVlajZSLIJWr7fC,Harlem en Español (Spanish Harlem),Enrique Guzman,"
Fue en un Harlem Español
En donde yo te conocí
Tú me miraste a mí
Y yo te dije a ti
Que me gustaban esos ojos primorosos
Y esa boca tuya
Color de púrpura
Que tiembla al besar
Con esta pasión, mi vida
Tú te pareces a las rosas
Que tengo yo en mi invernadero
Tan dulce tu mirar
Tan tierno tu besar
Y ese perfume tan sutil
Que llevas en tu blanda piel morena
Y esos cabellos que
Sobre tu cara
Brillan con el sol, mi bien

Fue en un Harlem Español
En donde yo te conocí
Tú me miraste a mí
Y yo te dije a ti
Que me gustaban esos ojos primorosos
Y esa boca tuya
Color de púrpura
Que tiembla al besar
Con esta pasión, mi vida

La-ra-la-ra-la-la-la-la
La-ra-la-ra-la-la-la-la
La-ra-la-ra-la-la-la-laYou might also like1Embed"
spotify:track:3j0VJhJAvEUYNzrwJ79O70,Joshua Fit the Battle,Elvis Presley,"oshua fit the battle of Jericho
Jericho Jericho
Joshua fit the battle of Jericho
And the walls come tumbling down

God knows that Joshua fit the battle of Jericho
Jericho Jericho
Joshua fit the battle of Jericho
And the walls come tumbling down
Good morning, sister Mary
Good morning, brother John
Well, I wanna stop and talk with you
And tell you how I come along
I know you've heard about Joshua
He was the son of Nun
He never stopped his work until
Until the work was done

God knows that Joshua fit the battle of Jericho
Jericho Jericho
Joshua fit the battle of Jericho
And the walls come tumbling down

You may talk about your men of Gideon
You may brag about your men of Saul
There's none like good old Joshua
At the battle of Jericho
Up to the walls of Jericho
He marched with spear in hand
""Go blow them ram horns,"" Joshua cried
""'Cause the battle is in my hands""
You might also like
God knows that Joshua fit the battle of Jericho
Jericho Jericho
Joshua fit the battle of Jericho
And the walls come tumbling down

You may talk about your men of Gideon
You may brag about your king of Saul
There none like Joshua
At the battle of Jericho
They tell me, great God, that Joshua's spear
Was well nigh twelve feet long
And upon his hip was a double edged sword
And his mouth was a gospel horn
Yet bold and brave he stood
Salvation in his hand
""Go blow them ram horns,"" Joshua cried
""'Cause the devil can't do you no harm""

God knows that Joshua fit the battle of Jericho
Jericho Jericho
Joshua fit the battle of Jericho
And the walls come tumbling down
Up to the walls of Jericho
He marched with spear in hand
""Go blow them ram horns,"" Joshua cried
""'Cause the battle is in my hands""
Then the lamb ram sheep horns began to blow
The trumpets began to sound
Old Joshua shouted, ""Glory!""
And the walls came tumbling down

God knows that Joshua fit the battle of Jericho
Jericho Jericho
Joshua fit the battle of Jericho
And the walls come tumbling

Down, down, down, down, down
Tumbling downEmbed"
spotify:track:7G3D3fmTfSsQhrrIW4EC0W,I Can't Give You Anything but Love,Bobby Darin,"ee, but it's tough to be broke, kid
It's not a joke, kid, it's a curse
My luck is changing, it's gotten from
Simply rotten to something worse
Who knows, some day I will win too
I'll begin to reach my prime
Now though I see what our end is
All I can spend is just my time
I can't give you anything but love, baby
That's the only thing I've plenty of,baby
Dream awhile, scheme awhile
We're sure to find
Happiness and I guess
All those things you've always pined for
Gee I'd like to see you looking swell, baby
Diamond bracelets Woolworth doesn't sell, baby
Till that lucky day you know darned well, baby
I can't give you anything but love
Rome wasn't built in a day, kid
You have to pay, kid, for what you get
But I am willing to wait, dear
Your little mate, dear, will not forget
You have a lifetime before you
I'll adore you, come what may
Please don't be blue for the present
When it's so pleasant to hear you say
I can't give you anything but love, baby
That's the only thing I've plenty of,baby
You might also likeDream awhile, scheme awhile
We're sure to find
Happiness and I guess
All those things you've always pined for
Gee I'd like to see you looking swell, baby
Diamond bracelets Woolworth doesn't sell, baby
Till that lucky day you know darned well, baby
I can't give you anything but loveEmbed"
spotify:track:0V4iSCbu2ipf0eEj7S5lEV,Payasito (Ponchinello) - Remasterizado,Enrique Guzman,
spotify:track:3puWDsQy9x6GLKQMJjcrlj,Acompáñame,Enrique Guzman,"compañame
Porque puede suceder
Acompañame
Que me llegues a querer
Pon tu mano sobre mi mano
Y a tu lado todo el mundo correre
Ven conmigo
Cierra los ojos
Y el silencio
Sin palabras
Yo mil cosas te dire
Acompañame
Que tu amor es mi canción
Acompañame
Cerca de mi corazón
Tu ya sabes
Que te quiero
Que te espero
Y que no te olvidare
Acompañame
Ven conmigo
Cierra los ojos
Y el silencio
Sin palabras
Yo mil cosas
Te dire
Acompañame
Que tu amor es mi cancion
Acompañame
Cerca de mi corazón
Tu ya sabes
Que te quiero
Que te espero
Y que no te olvidare
Acompañame
Acompañame
AcompañameYou might also likeEmbed"
